std_cons,zero_ratio,high_cons_ratio,PAR,cv,Stability,longest_missing_streak,longest_zero_streak
0.0,1.0,0.0,0.0,0.0,1.0,108,758
4.472216257081371,0.0,0.42736486486486486,3.4235106295374433,0.3260122526717299,0.7541408444644002,332,0
0.041412920443544735,0.9661181026137464,0.03388189738625363,44.91304347826086,0.0411381352227923,0.9604873418511473,1,205
3.0877369318545442,0.0,0.347953216374269,2.7281984979958884,0.36549317554794963,0.7323361389914795,2,0
2.1045817971866194,0.0009727626459143969,0.4357976653696498,2.6465888668533597,0.30694268739346714,0.7651444930568259,3,1
6.529596649754846,0.42555831265508687,0.44044665012406947,6.2297730127607895,1.027744777104739,0.49315871074653844,222,78
0.35266192259503737,0.9572368421052632,0.029605263157894735,151.4561717352415,0.34015237156193723,0.7461838080654275,730,96
3.2800625536428956,0.003367003367003367,0.494949494949495,3.280761627151907,0.5788414469761612,0.6333758224521066,730,1
2.6781672865489847,0.0,0.5264900662251656,2.0399248875339424,0.32061526895622233,0.7572228062987431,730,0
1.9033114932192774,0.14802631578947367,0.6217105263157895,2.59820648127165,0.47015584514017594,0.6801999960110707,730,28
0.474315430962119,0.001951219512195122,0.408780487804878,3.592138114747872,0.16207992316822364,0.8605260103570683,4,1
1.5819622375731082,0.5591715976331361,0.40335305719921105,6.220704386269933,0.7219670496336996,0.580731205171854,5,225
19.744847960376827,0.0,0.31875607385811466,67.45753872970867,1.8864451874498274,0.34644690443039367,2,0
1.1922246288959348,0.0,0.41118421052631576,1.38402157876697,0.12129241368631921,0.8918280261189294,730,0
1.2923534793644382,0.7345890410958904,0.17636986301369864,22.547441267528683,0.879080347037251,0.5321752215527673,445,189
3.565649715663418,0.0013227513227513227,0.2830687830687831,5.585858033895129,0.8124216204367496,0.5517479976645966,265,1
4.614724226054689,0.0,0.4501953125,3.072830155543893,0.43681538835017875,0.6959836372216535,3,0
17.434865519225383,0.0026917900403768506,0.40915208613728127,2.081726970608498,0.4127592057009779,0.7078347081120759,262,1
4.900821148461374,0.0,0.30170316301703165,5.3875170929824145,0.6024356262520973,0.6240500296032976,203,0
0.9341004808443193,0.02564102564102564,0.5158974358974359,2.8042971085570922,0.2577153392464512,0.7950924734679161,9,15
4.835316324890656,0.30332681017612523,0.525440313111546,5.831957977235626,0.835240705897965,0.5448876524949952,3,277
2.4312412824791996,0.0,0.3171021377672209,12.350616182355376,0.6737023289905798,0.5974778087350253,188,0
1.0071502266236927,0.0,0.4326750448833034,2.6860495892267298,0.22933571379547887,0.8134474487140518,268,0
4.903633145497782,0.0,0.4343257443082312,5.637179558771709,0.48574996592419684,0.6730607591688278,459,0
3.0398520476761357,0.0,0.4684385382059801,2.4436757644680314,0.24186010275814845,0.8052436806521269,730,0
1.5029265954258102,0.0009718172983479105,0.4509232264334305,2.3277619301584815,0.21598387034823335,0.8223793295166162,2,1
4.927171347531061,0.0,0.3379571248423707,3.301640533513443,0.5434967260935851,0.6478795731111697,240,0
1.719929046177494,0.0864321608040201,0.5055276381909548,2.1081206342900654,0.34769619943205116,0.7420069897217355,7,50
1.7763211764524909,0.1683673469387755,0.23809523809523808,9.058778750475776,0.9164248126784981,0.521804974233425,445,9
5.1761795910534145,0.031496062992125984,0.2637795275590551,5.2432204028287765,0.7384346226821612,0.575230144954856,6,6
0.37828671879044223,0.0,0.3128491620111732,7.022643724321151,0.27780736460474253,0.7825905748393653,136,0
1.6465759352171414,0.048562933597621406,0.22101090188305253,12.43853560088954,0.9297482937966769,0.5182022977890828,13,30
5.5551736844033455,0.08223684210526316,0.506578947368421,2.3541063056418903,0.5054269022825435,0.6642634049410103,730,20
